COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
7717 BOWNESS RD NW HOUSING,7717 BOWNESS RD NW,7723 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{88C64D3A-8839-4AEC-A889-F0A0DFA46DD5},"MULTIPOLYGON (((-114.1975748 51.0885055, -114.1974945 51.0885059, -114.1974955 51.0885816, -114.1975792 51.0885812, -114.1975748 51.0885055)))"
7703 BOWNESS RD NW HOUSING,7703 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{C65A3FC9-6E92-40F5-AE0A-EDCF5BF2DF4D},"MULTIPOLYGON (((-114.1967011 51.0886108, -114.1967816 51.0886107, -114.1967815 51.0885346, -114.1966988 51.0885347, -114.1967011 51.0886108)))"
7543 BOWNESS RD NW HOUSING,7543 BOWNESS RD NW,7541 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{12BF2854-BC0F-4619-B7F0-22AA7A37A614},"MULTIPOLYGON (((-114.1959338 51.0885367, -114.1959375 51.0886132, -114.1960175 51.0886128, -114.1960165 51.0885363, -114.1959338 51.0885367)))"
7505 BOWNESS RD NW HOUSING,7505 BOWNESS RD NW,7507 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{7EFD1F8D-1FD8-4EF4-A686-266A800739EB},"MULTIPOLYGON (((-114.1939764 51.0885168, -114.1938945 51.0885171, -114.1938952 51.0885922, -114.1939794 51.0885919, -114.1939764 51.0885168)))"
7547 BOWNESS RD NW HOUSING,7547 BOWNESS RD NW,7545 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{398EFCDE-6E96-44A6-AAE1-FAF3DA10CBD8},"MULTIPOLYGON (((-114.1961508 51.0885361, -114.1961545 51.0886125, -114.196235 51.088612, -114.1962339 51.0885356, -114.1961508 51.0885361)))"
7709 BOWNESS RD NW HOUSING,7709 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{E7E9CC12-F63A-4464-8977-1DB958B2D1E3},"MULTIPOLYGON (((-114.1971421 51.0885061, -114.1970612 51.0885067, -114.1970627 51.0885832, -114.1971452 51.0885826, -114.1971421 51.0885061)))"
7707 BOWNESS RD NW HOUSING,7707 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{5E2BAA6A-70F6-46FA-9C93-D6ABCFB641D1},"MULTIPOLYGON (((-114.1969252 51.0885339, -114.1969269 51.0886104, -114.1970082 51.0886102, -114.1970077 51.0885336, -114.1969252 51.0885339)))"
CROWCHILD TWIN ARENA ASSOCIATION ARENA,185 SCENIC ACRES DR NW,185 SCENIC ACRES DR NW,ARENA,WARD 1,SCENIC ACRES,{D0893BBF-C5CD-4D25-89D2-4E9E4A5B6FA7},"MULTIPOLYGON (((-114.2112951 51.1117218, -114.2112951 51.1117222, -114.2112931 51.1124408, -114.2113423 51.1124409, -114.2113809 51.1124409, -114.2120606 51.1124417, -114.2120899 51.1124417, -114.2121627 51.1124418, -114.2121635 51.1121562, -114.2121922 51.1121562, -114.2121924 51.1120747, -114.2121924 51.1120575, -114.2121632 51.1120575, -114.2121642 51.1117227, -114.2120887 51.1117226, -114.2119362 51.1117225, -114.2113811 51.1117219, -114.2113454 51.1117218, -114.2112953 51.1117218, -114.2112951 51.1117218)))"
VARSITY COMMUNITY ASSOCIATION GARAGE,4103 VARSITY DR NW,4303 VARSITY DR NW,COMMUNITY AUXILIARY,WARD 1,VARSITY,{F77E1113-30C3-4C38-998E-DA15C9CDBD44},"MULTIPOLYGON (((-114.1496562 51.091798, -114.1496277 51.0918641, -114.1497164 51.0918793, -114.1497449 51.0918132, -114.1496562 51.091798)))"
7711 BOWNESS RD NW HOUSING,7711 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{9CE202E5-E73F-42C0-8513-E98E79E74677},"MULTIPOLYGON (((-114.1971421 51.0885061, -114.1971452 51.0885826, -114.1972267 51.088582, -114.1972252 51.0885055, -114.1971421 51.0885061)))"
#3 6504 35 AV NW HOUSING,#3 6504 35 AV NW,6504 35 AV NW,HOUSING - TOWNHOUSE,WARD 1,BOWNESS,{155FF4A7-BE03-4122-80A9-31BDD5D9EA78},"MULTIPOLYGON (((-114.1839386 51.0844166, -114.1838646 51.0844161, -114.1838632 51.084501, -114.1839378 51.0845015, -114.1839386 51.0844166)))"
7529 BOWNESS RD NW HOUSING,7529 BOWNESS RD NW,7529 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{AD155617-EEB5-466A-88B2-574B2E10D2A3},"MULTIPOLYGON (((-114.1952799 51.088511, -114.1951988 51.0885114, -114.1951999 51.0885885, -114.1952823 51.0885881, -114.1952799 51.088511)))"
7533 BOWNESS RD NW HOUSING,7533 BOWNESS RD NW,7533 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{A418BA49-7BC4-4C7D-BFA2-A5E6A92CCA00},"MULTIPOLYGON (((-114.1954996 51.0885112, -114.1954175 51.0885114, -114.1954179 51.0885873, -114.195502 51.0885871, -114.1954996 51.0885112)))"
7721 BOWNESS RD NW HOUSING,7721 BOWNESS RD NW,7723 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{196126F7-20DF-4A78-BB40-14A30D143E9F},"MULTIPOLYGON (((-114.1977953 51.0885317, -114.1977136 51.0885321, -114.1977146 51.0886082, -114.1977997 51.0886077, -114.1977953 51.0885317)))"
7541 BOWNESS RD NW HOUSING,7541 BOWNESS RD NW,7541 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{D7EFB569-BC39-4593-B306-55DA634B9F54},"MULTIPOLYGON (((-114.1959338 51.0885367, -114.1958522 51.0885371, -114.1958531 51.0886136, -114.1959375 51.0886132, -114.1959338 51.0885367)))"
7545 BOWNESS RD NW HOUSING,7545 BOWNESS RD NW,7545 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{7B89DEC0-4E97-4AC0-9880-B735D5E1D18B},"MULTIPOLYGON (((-114.1961508 51.0885361, -114.1960688 51.0885366, -114.19607 51.0886131, -114.1961545 51.0886125, -114.1961508 51.0885361)))"
7705 BOWNESS RD NW HOUSING,7705 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{A62D8E21-3C3E-4386-80D0-2CA497E5A9FE},"MULTIPOLYGON (((-114.1969252 51.0885339, -114.1968427 51.0885341, -114.1968431 51.0886106, -114.1969269 51.0886104, -114.1969252 51.0885339)))"
7531 BOWNESS RD NW HOUSING,7531 BOWNESS RD NW,7529 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{42CDC3B8-4369-40A8-9D4D-89A806B32A37},"MULTIPOLYGON (((-114.1952799 51.088511, -114.1952823 51.0885881, -114.1953644 51.0885876, -114.1953633 51.0885105, -114.1952799 51.088511)))"
7701 BOWNESS RD NW HOUSING,7701 BOWNESS RD NW,7707 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{1D4D01CA-2087-4914-B2C5-F9F5888B3B97},"MULTIPOLYGON (((-114.1966988 51.0885347, -114.1966159 51.0885347, -114.196616 51.0886108, -114.1967011 51.0886108, -114.1966988 51.0885347)))"
7713 BOWNESS RD NW HOUSING,7713 BOWNESS RD NW,7723 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{7EB607F9-5735-4084-AF01-AC24530CCCB2},"MULTIPOLYGON (((-114.1973618 51.0885052, -114.1972784 51.0885054, -114.1972789 51.0885817, -114.1973635 51.0885815, -114.1973618 51.0885052)))"
7537 BOWNESS RD NW HOUSING,7537 BOWNESS RD NW,7537 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{A1B7D1C3-AEAB-4343-95D4-FC2AA3F6D260},"MULTIPOLYGON (((-114.1957167 51.0885099, -114.1956331 51.0885106, -114.1956346 51.088587, -114.1957197 51.0885863, -114.1957167 51.0885099)))"
BEARSPAW SALT SILO,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SALT SILO,WARD 1,01B,{8127C1C9-64B6-4EA2-BA29-EA2AF30260B0},"MULTIPOLYGON (((-114.2561342 51.1070171, -114.2561407 51.1067978, -114.2561367 51.1065823, -114.2561283 51.1065769, -114.2561341 51.1065267, -114.2549447 51.1065233, -114.2549343 51.1065836, -114.2548137 51.1065858, -114.2548168 51.1070196, -114.2561342 51.1070171)))"
#10 6504 35 AV NW HOUSING,#10 6504 35 AV NW,6504 35 AV NW,HOUSING - TOWNHOUSE,WARD 1,BOWNESS,{A454F5F6-A154-4D22-8BEC-2FC314D9AEDE},"MULTIPOLYGON (((-114.1835702 51.0846717, -114.183569 51.0847216, -114.1836641 51.0847266, -114.1836825 51.0847272, -114.1836953 51.0847272, -114.183695 51.0846725, -114.1835702 51.0846717)))"
BOWNESS PARK PICNIC SHELTER #1,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{7AA9690E-0895-4F5A-83F8-8DB4C3573271},"MULTIPOLYGON (((-114.2127022 51.0979498, -114.212702 51.0980544, -114.212702 51.0980591, -114.212707 51.0980591, -114.2128751 51.0980591, -114.2128753 51.0979499, -114.2127022 51.0979498)))"
SCENIC ACRES COMMUNITY ASSOCIATION,8825 SCURFIELD DR NW,8825 SCURFIELD DR NW,COMMUNITY GATHERING,WARD 1,SCENIC ACRES,{D93BAE74-2B56-4C45-BB5C-72755E2072FA},"MULTIPOLYGON (((-114.2147168 51.1215998, -114.2145716 51.1216032, -114.2145741 51.121645, -114.2145779 51.12171, -114.2145828 51.1217932, -114.2145847 51.1217931, -114.2146286 51.1217921, -114.2146299 51.1218146, -114.2149266 51.1218077, -114.2149273 51.1218077, -114.2149163 51.1216215, -114.2147184 51.1216261, -114.2147168 51.1215998)))"
VALLEY RIDGE SANITARY LIFT STATION,11618 VALLEY RIDGE PA NW,11618 VALLEY RIDGE PA NW,LIFT STATION,WARD 1,VALLEY RIDGE,{4F95E447-8E43-4C4B-82D8-AAD0A0FECC58},"MULTIPOLYGON (((-114.2552551 51.1001154, -114.2552418 51.1001288, -114.2551915 51.1001794, -114.2552688 51.1002096, -114.2553271 51.1001496, -114.2553309 51.1001456, -114.2552637 51.1001189, -114.2552551 51.1001154)))"
HASKAYNE LEGACY PARK PAVILION,N/A,9000 149 ST NW,PUBLIC GATHERING,WARD 1,HASKAYNE,{F4AA64EF-CB8E-4B13-90D1-B74900C0D6A0},"MULTIPOLYGON (((-114.2985676 51.1315477, -114.2982415 51.1312766, -114.2981221 51.131399, -114.2984516 51.1316736, -114.2985676 51.1315477)))"
CRESTMONT IRRIGATION PUMP HOUSE,12093 TRANS CANADA HI SW,90 CRESTRIDGE BA SW,PUMP HOUSE,WARD 1,CRESTMONT,{67970E95-CD1D-4BC3-BE51-F971AC212EC1},"MULTIPOLYGON (((-114.2740299 51.0872146, -114.2740522 51.0871622, -114.2739191 51.0871392, -114.2738983 51.0871897, -114.2740299 51.0872146)))"
#9 6504 35 AV NW HOUSING,#9 6504 35 AV NW,6504 35 AV NW,HOUSING - TOWNHOUSE,WARD 1,BOWNESS,{BCD89D4B-0A82-48D0-B864-57B7EF639B9C},"MULTIPOLYGON (((-114.1835702 51.0846717, -114.183695 51.0846725, -114.1836947 51.0846146, -114.183682 51.0846153, -114.1836705 51.0846153, -114.1836706 51.0846115, -114.1835774 51.0846109, -114.1835768 51.0846332, -114.1835711 51.0846331, -114.1835702 51.0846717)))"
BEARSPAW WTP SODIUM HYPOCHLORITE FACILITY,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,01B,{249559C1-DB48-44F2-94ED-B4B873D611A8},"MULTIPOLYGON (((-114.2306879 51.105258, -114.2304325 51.105271, -114.2304274 51.1052306, -114.2303379 51.1052351, -114.2302921 51.1052376, -114.2302974 51.1052791, -114.2303845 51.1052747, -114.2304127 51.1054941, -114.2307162 51.1054787, -114.2306879 51.105258)))"
CALGARY BOARD OF EDUCATION - SOLD,3600 69 ST NW,3600 69 ST NW,LEASED SPACE,WARD 1,BOWNESS,{5FCB7EB2-CA34-4C5D-80A8-E293832A7A63},"MULTIPOLYGON (((-114.1872799 51.0849188, -114.1872777 51.0846688, -114.1870728 51.0846695, -114.1870731 51.0847007, -114.1869566 51.0847011, -114.1869566 51.0847061, -114.1869032 51.0847062, -114.1869034 51.0847392, -114.1869546 51.084739, -114.1869562 51.0849199, -114.1872799 51.0849188)))"
66 ST DEPOT - DEMOLISHED,3825 66 ST NW,3825 66 ST NW,DEPOT,WARD 1,BOWNESS,{ED0D52F4-DF78-40E4-9658-02AB0E3089F4},"MULTIPOLYGON (((-114.1864772 51.0879973, -114.1863919 51.088074, -114.1864568 51.0881026, -114.1864642 51.0881059, -114.1865494 51.0880291, -114.1865401 51.088025, -114.1864772 51.0879973)))"
HASKAYNE LEGACY PARK SVC BLDG,N/A,9000 149 ST NW,SERVICE BUILDING,WARD 1,HASKAYNE,{F4DF3AA6-AB57-4742-BF4E-E6D7F5104A56},"MULTIPOLYGON (((-114.2977812 51.1309167, -114.2977248 51.1308676, -114.297618 51.1309214, -114.2976778 51.1309712, -114.2977812 51.1309167)))"
6111 BOWNESS RD NW HOUSING,6111 BOWNESS RD NW,6107 BOWNESS RD NW;6111 BOWNESS RD NW,HOUSING - APARTMENT,WARD 1,BOWNESS,{91D4111A-A941-4C16-8617-10BEF3A417FF},"MULTIPOLYGON (((-114.1735379 51.083149, -114.1735507 51.0831523, -114.1735476 51.0831752, -114.1735586 51.0831763, -114.1735582 51.0831904, -114.1736102 51.083234, -114.1736712 51.0832506, -114.1737446 51.0832593, -114.1740307 51.083293, -114.1740548 51.0832123, -114.1740423 51.0832092, -114.1740525 51.0831702, -114.1740188 51.0831647, -114.174037 51.0831094, -114.1737469 51.0830742, -114.1736025 51.0830566, -114.1735893 51.0830972, -114.1735624 51.0830943, -114.1735379 51.083149)))"
LRT SUBSTATION #15,4103C CROWCHILD TR NW,,LRT SUBSTATION,WARD 1,BRENTWOOD,{214AF8A5-61ED-4810-BC37-B626932F8910},"MULTIPOLYGON (((-114.1331804 51.0877942, -114.13323 51.0877583, -114.1330884 51.0876807, -114.1330389 51.0877166, -114.1331804 51.0877942)))"
BEARSPAW PARKS STORAGE 2,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{C07E9D30-5215-4E02-9A88-384DFDC04297},"MULTIPOLYGON (((-114.2531866 51.1071443, -114.2530838 51.1071448, -114.2530848 51.1072343, -114.2531876 51.1072338, -114.2531866 51.1071443)))"
BOWNESS PK COMFORT STATION 2,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{E5AFDB1A-D542-4147-9FAF-286EB2692CE3},"MULTIPOLYGON (((-114.2201632 51.0979772, -114.2200716 51.0979835, -114.2200886 51.0980829, -114.2201802 51.0980767, -114.2201632 51.0979772)))"
BAKER PARK COMFORT STATION,9333 SCENIC BOW RD NW,9333 SCENIC BOW RD NW,WASHROOM,WARD 1,SCENIC ACRES,{500D7B24-C7AA-4235-BBB8-637E283CFFB2},"MULTIPOLYGON (((-114.2206521 51.1010746, -114.2206497 51.101074, -114.2205346 51.1010459, -114.2205303 51.1010528, -114.2204946 51.1011107, -114.2206187 51.1011411, -114.2206587 51.1010762, -114.2206521 51.1010746)))"
BOWNESS PK COMFORT STATION 1,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{1F176950-DC3F-43B1-982B-703946626753},"MULTIPOLYGON (((-114.2247107 51.0973907, -114.2247104 51.0974943, -114.2248 51.0974944, -114.2248004 51.0973909, -114.2247718 51.0973908, -114.2247107 51.0973907)))"
BOWNESS PARK PICNIC SHELTER #6W,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{221DD277-A9F2-4412-89EC-C10D0061C364},"MULTIPOLYGON (((-114.2280334 51.098149, -114.2278798 51.0981877, -114.2279134 51.0982405, -114.2280669 51.0982019, -114.2280334 51.098149)))"
BOWNESS SENIORS' CENTRE,6422 35 AV NW,6422 35 AV NW;6452 35 AV NW,SOCIAL RECREATION BUILDING,WARD 1,BOWNESS,{58192C0B-E487-4D0D-B965-F77C5D74CF96},"MULTIPOLYGON (((-114.1818321 51.0843738, -114.1818341 51.0843918, -114.1817081 51.084393, -114.1816918 51.0843932, -114.1816953 51.0845395, -114.1817455 51.0845395, -114.1817455 51.0845555, -114.1822431 51.0845557, -114.1822433 51.0844041, -114.1822433 51.0843809, -114.1819203 51.0843786, -114.1819203 51.0843738, -114.1818321 51.0843738)))"
BOWNESS PK COMFORT STN YR RND,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{8E88ACE9-057E-46CA-B998-2197909B0750},"MULTIPOLYGON (((-114.2173622 51.0969984, -114.2172825 51.0970025, -114.2172232 51.0970173, -114.2172072 51.0970213, -114.2172152 51.0970417, -114.2172277 51.097074, -114.2173037 51.0970699, -114.2173814 51.0970508, -114.2173785 51.0970429, -114.2173766 51.0970379, -114.2173738 51.09703, -114.2173632 51.0970012, -114.2173622 51.0969984)))"
BOWNESS PARK SPRAY POOL BLDG,#1K 8900 48 AV NW,8900 48 AV NW,MISCELLANEOUS,WARD 1,BOWNESS,{F90EBC3A-3E96-4C5A-B1C5-E5222F9CD084},"MULTIPOLYGON (((-114.2114512 51.0976061, -114.211622 51.0976063, -114.2116221 51.0975881, -114.2116829 51.0975882, -114.2116832 51.0975081, -114.211513 51.0975079, -114.2115129 51.0975499, -114.2114513 51.0975498, -114.2114512 51.0976061)))"
BEARSPAW WTP GUARD HOUSE,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,GUARD HOUSE,WARD 1,01B,{75F3A046-776F-4323-B2EC-99CF13B32289},"MULTIPOLYGON (((-114.2316807 51.1032341, -114.231617 51.1032402, -114.2316314 51.1032997, -114.2316951 51.1032936, -114.2316807 51.1032341)))"
3500 VARSITY DR NW HOUSING,3500 VARSITY DR NW,3500 VARSITY DR NW,HOUSING - APARTMENT,WARD 1,VARSITY,{7DBFFAC2-3DEF-4365-AFF0-80FEF2BF8E83},"MULTIPOLYGON (((-114.1367145 51.0889922, -114.1368313 51.088992, -114.1369495 51.0889919, -114.1369502 51.0889622, -114.1369606 51.0889611, -114.1369604 51.0889259, -114.1369602 51.088885, -114.1369497 51.0888843, -114.1369496 51.08886, -114.1369496 51.0888305, -114.1369595 51.0888305, -114.1369594 51.0887959, -114.1369593 51.0887534, -114.1369505 51.0887534, -114.1369504 51.088728, -114.1369503 51.0886985, -114.1369593 51.0886985, -114.1369592 51.0886589, -114.1369591 51.0886202, -114.1369505 51.0886202, -114.1369504 51.0885976, -114.1368304 51.0885977, -114.1367154 51.0885978, -114.1367154 51.0886262, -114.1367038 51.0886263, -114.1367039 51.0886591, -114.136704 51.0887051, -114.1367146 51.0887051, -114.1367147 51.0887571, -114.1367038 51.0887572, -114.1367039 51.0887961, -114.136704 51.0888371, -114.1367142 51.0888371, -114.1367143 51.0888868, -114.1367039 51.0888869, -114.136704 51.0889262, -114.1367041 51.0889684, -114.1367145 51.0889684, -114.1367145 51.0889922)))"
SCENIC ACRES COMMUNITY ASSOCIATION GARAGE,8825 SCURFIELD DR NW,8825 SCURFIELD DR NW,COMMUNITY AUXILIARY,WARD 1,SCENIC ACRES,{63992EBF-C89A-4CA2-A358-55A6572AB1E0},"MULTIPOLYGON (((-114.2144498 51.1219122, -114.2143239 51.121913, -114.2143251 51.1219909, -114.214451 51.1219901, -114.2144498 51.1219122)))"
BEARSPAW TEMPORARY STORAGE 1,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{3713C5D7-8DE4-4513-963A-79E49F971355},"MULTIPOLYGON (((-114.2521042 51.106423, -114.2521006 51.1066096, -114.2526289 51.1066136, -114.2526324 51.106427, -114.2521042 51.106423)))"
BOWNESS PARK PICNIC SHELTER #4W,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{D890FF6D-B92F-4D5D-9E37-658C76813D1A},"MULTIPOLYGON (((-114.2218926 51.0981251, -114.2217274 51.0981288, -114.221721 51.0981582, -114.2217302 51.0981861, -114.2218953 51.098183, -114.2219032 51.098153, -114.2218926 51.0981251)))"
VARSITY COMMUNITY ASSOCIATION STORAGE SHED,4103 VARSITY DR NW,4303 VARSITY DR NW,COMMUNITY AUXILIARY,WARD 1,VARSITY,{DDA39F12-B4EB-4106-9E3D-4DB0D8AFD67E},"MULTIPOLYGON (((-114.1493878 51.0917799, -114.1493777 51.091802, -114.1494202 51.0918097, -114.1494302 51.0917876, -114.1493878 51.0917799)))"
SILVER SPRINGS COMMUNITY ASSOCIATION,5720 SILVER RIDGE DR NW,5720 SILVER RIDGE DR NW,COMMUNITY GATHERING,WARD 1,SILVER SPRINGS,{E80E6EF7-C104-40B2-B508-E671F2C14EB1},"MULTIPOLYGON (((-114.192457 51.104766, -114.1927718 51.1047668, -114.192773 51.1045591, -114.1925688 51.1045586, -114.1925689 51.1045401, -114.19251 51.10454, -114.1925102 51.1045135, -114.192378 51.1045131, -114.1923435 51.1045131, -114.1923015 51.104513, -114.1923011 51.1045836, -114.192301 51.104602, -114.192301 51.1046096, -114.1923095 51.1046096, -114.1923223 51.1046096, -114.1923215 51.1047389, -114.1924563 51.1047392, -114.1924561 51.104762, -114.1924561 51.104766, -114.192457 51.104766)))"
FIRE STATION #21,209 SILVERGROVE DR NW,209 SILVERGROVE DR NW,FIRE,WARD 1,SILVER SPRINGS,{ECEBF600-E30A-4C29-A559-580EE7B5B186},"MULTIPOLYGON (((-114.2033131 51.1150561, -114.2029476 51.1149019, -114.202906 51.1149401, -114.2029127 51.1149427, -114.2028631 51.1149937, -114.2029132 51.1150154, -114.2027677 51.1151506, -114.2030509 51.1152713, -114.2031962 51.1151381, -114.2032054 51.1151414, -114.2032609 51.1150903, -114.203273 51.1150946, -114.2033131 51.1150561)))"
IRISH CULTURAL SOCIETY OF CALGARY,6452 35 AV NW,6452 35 AV NW,SOCIAL RECREATION BUILDING,WARD 1,BOWNESS,{32D5F7A8-F3D5-43D7-91AB-8976A14FBC77},"MULTIPOLYGON (((-114.1825216 51.0844114, -114.1824768 51.0844116, -114.1824652 51.0844117, -114.1824617 51.0845696, -114.1825055 51.0845702, -114.1826221 51.0845719, -114.1826268 51.084572, -114.1826269 51.0845937, -114.1827789 51.0845958, -114.1827792 51.0845958, -114.1827758 51.0846659, -114.1828427 51.0846658, -114.1828422 51.084679, -114.1829607 51.0846807, -114.182961 51.0846679, -114.1829719 51.0846681, -114.1829736 51.0844152, -114.1829736 51.0844136, -114.1825828 51.0844125, -114.1825391 51.0844123, -114.1825216 51.0844123, -114.1825216 51.0844114)))"
BEARSPAW FUEL KIOSK,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,FUEL KIOSK,WARD 1,01B,{9595DAB3-1413-40DB-AA8C-BCA976895D30},"MULTIPOLYGON (((-114.2544908 51.1060688, -114.254491 51.1060398, -114.2544534 51.1060396, -114.2544532 51.1060687, -114.2544908 51.1060688)))"
BEARSPAW RAW II,9751 SCENIC BOW RD NW,9751 SHRINERS RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,SCENIC ACRES,{3FE0C422-9BCC-45CA-8D92-51EAF5846390},"MULTIPOLYGON (((-114.2279208 51.0996009, -114.2279206 51.0996027, -114.227919 51.0996159, -114.2279174 51.0996297, -114.2279157 51.0996437, -114.227914 51.0996579, -114.2278969 51.0998024, -114.2279225 51.0998036, -114.2279973 51.0998071, -114.2280043 51.0998074, -114.2280121 51.0998078, -114.2280194 51.0998081, -114.2280259 51.0998084, -114.2280427 51.0998092, -114.2281047 51.0998121, -114.2281093 51.0998124, -114.2281369 51.0998137, -114.2281735 51.0998154, -114.2282371 51.0998184, -114.2282454 51.0998188, -114.2284272 51.0998273, -114.2284442 51.0996845, -114.2284458 51.0996713, -114.2284476 51.099656, -114.2284491 51.0996428, -114.2284509 51.0996278, -114.2284509 51.0996277, -114.2284512 51.0996259, -114.2284406 51.0996254, -114.2279208 51.0996009)))"
VARSITY MULTI-SERVICE CENTRE,3400 37 ST NW,3400 37 ST NW,COMMUNITY FACING MIXED USE BUILDING,WARD 1,VARSITY,{BF5712CC-50AD-4045-8CF4-CD3087B4AC29},"MULTIPOLYGON (((-114.1403094 51.0824859, -114.1403333 51.0824842, -114.1403155 51.0824739, -114.1403203 51.0824591, -114.1402993 51.0824666, -114.1402783 51.0824591, -114.1402832 51.082474, -114.1402655 51.0824842, -114.1402894 51.0824859, -114.1402994 51.0824997, -114.1403094 51.0824859)))"
BAKER PARK GARAGE,9333 SCENIC BOW RD NW,9333 SCENIC BOW RD NW,GARAGE,WARD 1,SCENIC ACRES,{DB526D8E-819E-4F00-BB2B-738494F14D86},"MULTIPOLYGON (((-114.2207406 51.1012864, -114.2207394 51.101191, -114.2206189 51.1011916, -114.2206201 51.101287, -114.2207406 51.1012864)))"
VARSITY COMMUNITY ASSOCIATION,4303 VARSITY DR NW,4255 40 ST NW;4303 VARSITY DR NW,COMMUNITY GATHERING,WARD 1,VARSITY,{D825AEC9-D3D3-4B0A-BE54-A3E75D3A6F2F},"MULTIPOLYGON (((-114.1491515 51.0917983, -114.1490844 51.091949, -114.1490766 51.0919664, -114.1490586 51.0919632, -114.1490406 51.0920033, -114.149027 51.0920336, -114.1490424 51.0920364, -114.1490415 51.0920386, -114.1490034 51.0921233, -114.1492066 51.0921595, -114.1492104 51.0921602, -114.1492252 51.0921273, -114.1492457 51.0921309, -114.1492695 51.0920779, -114.1493993 51.0921011, -114.1494353 51.0921075, -114.1494509 51.0920727, -114.149474 51.0920213, -114.1494748 51.0920196, -114.1495378 51.091878, -114.1495425 51.0918673, -114.1491515 51.0917983)))"
FIRE STATION #17,3740 32 AV NW,3400 37 ST NW,FIRE,WARD 1,VARSITY,{0DE2A9F2-4F71-4F1A-A460-A2D803CC01A3},"MULTIPOLYGON (((-114.1403871 51.0820294, -114.1403848 51.0817931, -114.1400981 51.0817941, -114.1400983 51.0818213, -114.1398334 51.0818223, -114.1398354 51.0820307, -114.1400422 51.0820299, -114.1400426 51.0820769, -114.1400914 51.0820767, -114.1400909 51.0820305, -114.1403871 51.0820294)))"
FIRE STATION #42,275 TUSCANY WY NW,275 TUSCANY WY NW,FIRE,WARD 1,TUSCANY,{41328BBC-22A3-4AB4-9788-E8145CF512C6},"MULTIPOLYGON (((-114.2494707 51.1266732, -114.249433 51.1266271, -114.2493186 51.126664, -114.2492227 51.1265465, -114.2488636 51.1266626, -114.2489672 51.1267896, -114.2488814 51.1268173, -114.2489095 51.1268517, -114.2489431 51.1268409, -114.2489723 51.1268765, -114.2489991 51.1268678, -114.2490839 51.1269718, -114.2491531 51.1269494, -114.2491408 51.1269343, -114.2491988 51.1269155, -114.2491396 51.1268431, -114.2493824 51.1267646, -114.2493999 51.126786, -114.2494521 51.1267691, -114.249394 51.126698, -114.2494707 51.1266732)))"
