INSTDATE,FIRSTROAD,SECONDROAD,QUADRANT,INT_TYPE,PEDBUTTONS,PED_TIMER,ACCESSIBLE_PEDESTRIAN_SIGNAL,latitude,longitude,Point,Count,MISTNO,UNITID
2000-07-14,APPLEWOOD DRIVE, 68 STREET,SE,Traffic signal T intersection,Yes,No,No,51.04266882278195,-113.93512695080965,POINT (-113.93512695080965 51.04266882278195),1,0473,1109001525
2009-09-11,McIVOR BOULEVARD/McKENZIE TOWNE DR, 52 STREET,SE,Traffic signal,Yes,Yes,Yes,50.912755082430145,-113.95188418043524,POINT (-113.95188418043524 50.912755082430145),1,1002,1109243383
1984-01-01,WOODVIEW DRIVE,WOODPARK BOULEVARD,SW,Traffic signal,Yes,No,No,50.94151958071893,-114.10890901467616,POINT (-114.10890901467616 50.94151958071893),1,0730,1109000811
2015-12-29,SADDLETOWNE CIRCLE,TARAVISTA DRIVE,NE,Pedestrian RRFB,Yes,No,No,51.12175352909746,-113.94465884333157,POINT (-113.94465884333157 51.12175352909746),1,B2799,1109791925
1979-10-01,RUNDLEHORN DRIVE, 61 STREET,NE,Overhead Flasher,Yes,No,No,51.070929329985326,-113.94458045952038,POINT (-113.94458045952038 51.070929329985326),1,B2572,1109001818
2022-06-04,AIRPORT TRAIL,BARLOW TRAIL,NE,Traffic signal T intersection,No,Yes,Yes,51.14105071830507,-114.00176150014384,POINT (-114.00176150014384 51.14105071830507),1,1197,1110218523
1960-01-01,  6 AVENUE,  6 STREET,SW,Traffic signal,No,Yes,Yes,51.04782308027697,-114.0761710817863,POINT (-114.0761710817863 51.04782308027697),1,0321,1109001097
2019-09-24,  212,TUSCANY WAY,NW,Pedestrian RRFB,Yes,No,No,51.12498319662115,-114.24684412892528,POINT (-114.24684412892528 51.12498319662115),1,B0032,1109957111
2004-01-21, 32 AVENUE, 39 STREET,NW,Traffic signal,Yes,Yes,No,51.08147842231881,-114.14494566258846,POINT (-114.14494566258846 51.08147842231881),1,0477,1109000682
2016-12-15,OLD BANFF COACH ROAD, 77 STREET,SW,Traffic signal,Yes,Yes,No,51.067018331103874,-114.19936183546989,POINT (-114.19936183546989 51.067018331103874),1,0632,1109000544
1999-11-08,162 AVENUE,SHAWINIGAN DRIVE/6 STREET,SW,Traffic signal,Yes,No,No,50.90261008126003,-114.07628932746051,POINT (-114.07628932746051 50.90261008126003),1,0767,1109001084
1987-01-01, 68 AVENUE,CENTRE STREET,N,Overhead Flasher,Yes,No,No,51.11587069499648,-114.06765312683581,POINT (-114.06765312683581 51.11587069499648),1,B2506,1109001260
2011-11-01, 11 AVENUE,OLYMPIC WAY/4 STREET,SE,Traffic signal,No,Yes,No,51.04209306033117,-114.05342509616408,POINT (-114.05342509616408 51.04209306033117),1,1021,1109272575
1952-01-01, 12 AVENUE,CENTRE STREET,N,Traffic signal,Yes,No,No,51.06334742655163,-114.06252939445402,POINT (-114.06252939445402 51.06334742655163),1,0215,1109001294
1969-02-01,RICHMOND ROAD, 22 STREET,SW,Overhead Flasher,Yes,No,No,51.03126048940586,-114.11366702778976,POINT (-114.11366702778976 51.03126048940586),1,B2626,1109000795
2009-12-31,QUARRY PARK BOULEVARD,QUARRY MARKET,SE,Traffic signal,Yes,No,No,50.96344630387257,-114.00983363909788,POINT (-114.00983363909788 50.96344630387257),1,1024,1109277398
1968-01-01,SOUTHLAND DRIVE,ELBOW DRIVE,SW,Traffic signal,Yes,Yes,Yes,50.96353777274001,-114.08484510869262,POINT (-114.08484510869262 50.96353777274001),1,0694,1109000993
1998-11-19,COUNTRY HILLS BOULEVARD,COUNTRY HILLS TOWNE CNTR,NE,Traffic signal T intersection,Yes,No,No,51.15419922843501,-114.05603027989804,POINT (-114.05603027989804 51.15419922843501),1,0925,1109001370
1974-11-01,  5 AVENUE, 12 STREET,NW,Overhead Flasher,Yes,No,No,51.05708031768509,-114.09172022541264,POINT (-114.09172022541264 51.05708031768509),1,B2586,1109000955
2009-10-25, 16 AVENUE,  1 STREET,NE,Traffic signal,Yes,Yes,No,51.066888101265654,-114.05993556116358,POINT (-114.05993556116358 51.066888101265654),1,0987,1109001583
2023-08-18,RANGEVIEW BOULEVARD/SETON BOULEVARD, 52 STREET,SE,Traffic signal,Yes,Yes,Yes,50.885159786498356,-113.94160148281806,POINT (-113.94160148281806 50.885159786498356),1,1225,1110175506
2019-03-27,CRANSTON GATE,CRANSTON ROUNDABOUT,SE,Pedestrian RRFB,Yes,No,No,50.86813717772191,-113.96919392428119,POINT (-113.96919392428119 50.86813717772191),1,B2697,1110173060
1982-01-01,MEMORIAL DRIVE, 12 STREET,NE,Traffic signal T intersection,Yes,Yes,Yes,51.04818973989933,-114.03191944200796,POINT (-114.03191944200796 51.04818973989933),1,0267,1109001420
2003-07-25,162 AVENUE,SHAWBROOKE DRIVE/SOMERCREST ST,SW,Traffic signal,Yes,Yes,Yes,50.90399411220939,-114.08954238546238,POINT (-114.08954238546238 50.90399411220939),1,0835,1109000960
2017-07-04,SUNPARK DRIVE,SUNPARK PLAZA,SE,Pedestrian RRFB,Yes,No,No,50.90109134277702,-114.0551436491027,POINT (-114.0551436491027 50.90109134277702),1,B2853,1110038956
2001-08-28,FALSHIRE DRIVE/CORAL SPRINGS BV, 68 STREET,NE,Traffic signal,Yes,No,No,51.107934885052025,-113.93506853072556,POINT (-113.93506853072556 51.107934885052025),1,0220,1109001520
1975-01-01,RICHMOND ROAD,SARCEE TRAIL,SW,Traffic signal,Yes,Yes,Yes,51.018040967689124,-114.16429653271116,POINT (-114.16429653271116 51.018040967689124),1,0539,1109000629
2001-08-21,  7 AVENUE,EDMONTON TRAIL,NE,Traffic signal T intersection,Yes,Yes,Yes,51.05843863871158,-114.0543000474503,POINT (-114.0543000474503 51.05843863871158),1,0224,1109001387
1968-10-01, 13 AVENUE, 11 STREET,SW,Overhead Flasher,Yes,No,No,51.041245952997215,-114.08898119474759,POINT (-114.08898119474759 51.041245952997215),1,B2612,1109000967
2006-11-13,SHERWOOD S.C. DRIVE,SHERWOOD S.C. ROAD,NW,Traffic signal,Yes,No,No,51.15729017930531,-114.15995519336978,POINT (-114.15995519336978 51.15729017930531),1,0957,1109000646
2013-02-21,ASPENSHIRE DRIVE/STRATHLEA AVENUE, 85 STREET,SW,Traffic signal,Yes,Yes,Yes,51.04880766200071,-114.21095709113031,POINT (-114.21095709113031 51.04880766200071),1,1085,1109660679
1974-01-01, 58 AVENUE,  5 STREET,SW,Traffic signal,Yes,Yes,Yes,51.00136394567663,-114.07620896169222,POINT (-114.07620896169222 51.00136394567663),1,0601,1109001095
2004-02-26,FAIRMOUNT DRIVE,FLINT ROAD,SE,Traffic signal T intersection,Yes,No,No,50.98830030563784,-114.06359646404414,POINT (-114.06359646404414 50.98830030563784),1,0673,1109001273
1972-01-01,  7 AVENUE,  3 STREET,SE,Traffic signal,No,Yes,Yes,51.046306433527135,-114.05557554834314,POINT (-114.05557554834314 51.046306433527135),1,0344,1109001371
2006-03-28,CITADEL BOULEVARD/CITADEL GREEN,SARCEE TRAIL,NW,Traffic signal,Yes,No,No,51.14466238227852,-114.16820979184897,POINT (-114.16820979184897 51.14466238227852),1,0954,1109000617
2007-11-24,ROSEVIEW DRIVE, 14 STREET,NW,Overhead Flasher,Yes,No,No,51.081365307582686,-114.09472954696763,POINT (-114.09472954696763 51.081365307582686),1,B2748,1109001934
1980-01-01, 21 AVENUE, 11 STREET,SE,Traffic signal T intersection,Yes,No,No,51.034580745722664,-114.03676216553345,POINT (-114.03676216553345 51.034580745722664),1,0485,1109000916
2008-08-12, 50 AVENUE,  5 STREET,SW,Traffic signal,Yes,Yes,Yes,51.00873770622331,-114.07641974764695,POINT (-114.07641974764695 51.00873770622331),1,1012,1109243242
1994-12-01,PUMPHOUSE ROAD,BOW RIVER PATHWAY,SW,Overhead Flasher,Yes,No,No,51.04718095226475,-114.10439853846805,POINT (-114.10439853846805 51.04718095226475),1,B2602,1109001900
1968-01-01, 58 AVENUE,BLACKFOOT TRAIL,SE,Traffic signal,Yes,Yes,No,51.00138918276895,-114.04877234115199,POINT (-114.04877234115199 51.00138918276895),1,0605,1109000862
1978-01-01,ANDERSON ROAD, 14 STREET,SW,Traffic signal,No,No,No,50.950480655778584,-114.09478695419816,POINT (-114.09478695419816 50.950480655778584),1,0722,1109000927
2008-12-10, 36 STREET, 16 AVENUE,SE,Overhead Flasher,Yes,No,No,51.03935067409468,-113.98159869170733,POINT (-113.98159869170733 51.03935067409468),1,B2738,1109001939
2021-09-17,NOSE HILL DRIVE,TUSCANY HILL,NW,Traffic signal,Yes,Yes,Yes,51.10720276508066,-114.24395440886603,POINT (-114.24395440886603 51.10720276508066),1,1153,1110232516
1997-10-09,NOSE HILL DRIVE, 87 STREET,NW,Traffic signal T intersection,Yes,No,No,51.10477293066894,-114.21712581594407,POINT (-114.21712581594407 51.10477293066894),1,0913,1109000540
1982-08-01, 28 STREET, 14 AVENUE,SE,Overhead Flasher,Yes,No,No,51.04052259402948,-113.99306201241208,POINT (-113.99306201241208 51.04052259402948),1,B2614,1109001648
1981-01-01, 38 AVENUE/HIGHFIELD BOULEVARD,OGDEN ROAD,SE,Traffic signal,Yes,No,No,51.020050965079925,-114.02999724482827,POINT (-114.02999724482827 51.020050965079925),1,0556,1109001427
2010-11-27,64 AVENUE,METIS TRAIL,NE,Traffic signal,Yes,No,Yes,51.11187051474448,-113.97407637423333,POINT (-113.97407637423333 51.11187051474448),1,0032,1109395833
2000-06-08, 10 AVENUE,  2 STREET,SW,Traffic signal,No,Yes,No,51.043464947435304,-114.06812654675056,POINT (-114.06812654675056 51.043464947435304),1,0394,1109001224
1971-01-01,NORTHMOUNT DRIVE,BRISEBOIS DRIVE,NW,Traffic signal,Yes,Yes,Yes,51.09309394567713,-114.12885065072246,POINT (-114.12885065072246 51.09309394567713),1,0075,1109000748
1980-10-29,  9 AVENUE,  5 STREET,SW,Traffic signal,No,Yes,Yes,51.044893499063285,-114.07393834419123,POINT (-114.07393834419123 51.044893499063285),1,0374,1109001117
1957-01-01,KENSINGTON ROAD, 19 STREET,NW,Traffic signal,Yes,Yes,Yes,51.0525018600892,-114.10556057114488,POINT (-114.10556057114488 51.0525018600892),1,0245,1109000830
2017-10-26,112 AVENUE, 76 STREET,NW,Traffic signal,Yes,No,No,51.15418348100692,-114.19657857174552,POINT (-114.19657857174552 51.15418348100692),1,1015,1109988823
2013-08-07,AIRPORT TRAIL,DEERFOOT TRAIL,NE,Traffic signal,No,Yes,Yes,51.14081831516531,-114.03327032279101,POINT (-114.03327032279101 51.14081831516531),1,0907,1109001424
2012-09-27, 94 AVENUE, 52 STREET,SE,Traffic signal,Yes,No,Yes,50.96862386235924,-113.95848662581548,POINT (-113.95848662581548 50.96862386235924),1,1076,1109001902
1985-01-01, 39 AVENUE/WHITEFIELD DRIVE, 36 STREET,NE,Traffic signal,Yes,Yes,No,51.088345057297225,-113.9817292361638,POINT (-113.9817292361638 51.088345057297225),1,0086,1109001686
2007-04-22,  7 AVENUE,CENTRE STREET,N,Overhead Flasher,Yes,No,No,51.058793353917615,-114.06250470433422,POINT (-114.06250470433422 51.058793353917615),1,B2739,1109001940
2017-06-14,MCKENZIE TOWNE BOULEVARD,TRAFFIC CIRCLE,SE,Pedestrian RRFB,Yes,No,No,50.916497920054354,-113.96499705359838,POINT (-113.96499705359838 50.916497920054354),1,B2885,1110046508
1992-08-26,CASTLERIDGE S.C. ENTRANCE,FALCONRIDGE BOULEVARD,NE,1/4 signal,No,No,No,51.098359444988624,-113.95847195188003,POINT (-113.95847195188003 51.098359444988624),1,0036,1109001774
2015-12-10,LANSDOWNE AVENUE,CRESCENT BOULEVARD,SW,Pedestrian RRFB,Yes,No,No,51.014273501741314,-114.07482176795395,POINT (-114.07482176795395 51.014273501741314),1,B2695,1109998085
2023-12-08,MAYLAND DRIVE,19 STREET,NE,Pedestrian RRFB,Yes,No,No,51.063899607498634,-114.01335323418854,POINT (-114.01335323418854 51.063899607498634),1,B0108,1110433848
1971-01-01,SYLVESTER CRESCENT,ELBOW DRIVE,SW,Overhead Flasher,Yes,No,No,50.958952989378155,-114.08477982152858,POINT (-114.08477982152858 50.958952989378155),1,B2668,1109000995
2014-08-14,MOUNT ROYAL GATE,PEACEKEEPERS GATE/WESTMOUNT WAY,SW,Traffic signal,Yes,Yes,Yes,51.00874081704712,-114.12536373398562,POINT (-114.12536373398562 51.00874081704712),1,1100,1109553489
2014-05-15, 49 AVENUE,AVIATION BOULEVARD,NE,Traffic signal,Yes,No,Yes,51.097729375750376,-114.032898483635,POINT (-114.032898483635 51.097729375750376),1,0997,1109753849
2017-06-14,MILLCREST ROAD,MILLRISE DRIVE,SW,Pedestrian RRFB,Yes,No,No,50.91778908003497,-114.08729003890518,POINT (-114.08729003890518 50.91778908003497),1,B2879,1110046502
2017-06-13,PANAMOUNT BOULEVARD,PANORAMA HILLS BOULEVARD,NW,Pedestrian RRFB,Yes,No,No,51.157879934626955,-114.08019529071429,POINT (-114.08019529071429 51.157879934626955),1,B2820,1109983610
2018-04-19, 15 AVENUE,  8 STREET,SW,Traffic signal,No,Yes,Yes,51.03910827887042,-114.0817177640001,POINT (-114.0817177640001 51.03910827887042),1,0873,1110061211
2009-08-20,ASPEN STONE BOULEVARD, 85 STREET,SW,Traffic signal,Yes,Yes,Yes,51.04103590741073,-114.21093621985514,POINT (-114.21093621985514 51.04103590741073),1,0519,1109001629
1992-09-01,SOUTHLAND DRIVE, 14 STREET,SW,Overhead Flasher,Yes,No,No,50.96227304280886,-114.09114963173442,POINT (-114.09114963173442 50.96227304280886),1,B2662,1109000950
2010-01-18,107 AVENUE/18 STREET, 24 STREET,SE,Traffic signal,Yes,Yes,No,50.95653850749111,-114.00116715657944,POINT (-114.00116715657944 50.95653850749111),1,0848,1109001577
2023-08-30,KENSINGTON ROAD,18A STREET,NW,Pedestrian RRFB,Yes,No,No,51.05250152387955,-114.1040385409299,POINT (-114.1040385409299 51.05250152387955),1,B0090-TEMP,1110409267
2010-07-26,SYMONS VALLEY ROAD,KINCORA BOULEVARD,NW,Traffic signal T intersection,Yes,No,No,51.16121684288572,-114.12545385762354,POINT (-114.12545385762354 51.16121684288572),1,1003,1109242668
2000-03-23,SHAWVILLE BOULEVARD,SHAWVILLE RISE,SE,Traffic signal,Yes,No,No,50.90577044300717,-114.06677365836705,POINT (-114.06677365836705 50.90577044300717),1,0756,1109001241
1959-01-01, 11 AVENUE,  1 STREET,SE,Traffic signal,No,Yes,No,51.04228962907786,-114.06077611703658,POINT (-114.06077611703658 51.04228962907786),1,0407,1109001318
1990-05-01, 3719, 49 STREET,NW,Overhead Flasher,Yes,No,No,51.086359617520095,-114.15893460908293,POINT (-114.15893460908293 51.086359617520095),1,B2511,1109000648
2019-11-21,  650,CROWFOOT CRESCENT,NW,Overhead Flasher,Yes,No,No,51.12821094294867,-114.20426234235327,POINT (-114.20426234235327 51.12821094294867),1,B0021,1110203136
1972-01-01,HERITAGE DRIVE,HADDON ROAD,SW,Traffic signal T intersection,Yes,Yes,Yes,50.97954564192735,-114.07623020297348,POINT (-114.07623020297348 50.97954564192735),1,0662,1109001092
1982-01-01,MEMORIAL DRIVE, 12 STREET,NE,Traffic signal T intersection,Yes,Yes,Yes,51.047485117179164,-114.03193153491333,POINT (-114.03193153491333 51.047485117179164),1,0268,1109001421
2014-06-23,SHERWOOD BOULEVARD,SHERWOOD STREET,NW,Overhead Flasher,Yes,No,No,51.16175019590355,-114.15085940690388,POINT (-114.15085940690388 51.16175019590355),1,B2778,1109721420
2019-07-09,SKYVIEW CIRCLE,SKYVIEW RANCH DRIVE,NE,Traffic signal,Yes,Yes,Yes,51.15699908351974,-113.95117047675919,POINT (-113.95117047675919 51.15699908351974),1,1174,1110119657
1976-08-01,CENTRE STREET,TACHE AVENUE,N,Overhead Flasher,Yes,No,No,51.1079997134971,-114.06247327273988,POINT (-114.06247327273988 51.1079997134971),1,B2519,1109001307
2012-10-02,  7 AVENUE, 11 STREET,SW,Traffic signal,Yes,Yes,Yes,51.047226502392625,-114.08858377701597,POINT (-114.08858377701597 51.047226502392625),1,0388,1109000975
2012-08-23, 80 AVENUE,SADDLETOWNE CIRCLE,NE,Traffic signal,Yes,Yes,Yes,51.12518104450838,-113.94970714867222,POINT (-113.94970714867222 51.12518104450838),1,1049,1109400964
1967-11-01, 19 STREET, 22 AVENUE,NW,Overhead Flasher,Yes,No,No,51.0723861469209,-114.10629550810796,POINT (-114.10629550810796 51.0723861469209),1,B2553,1109000822
1982-01-01, 17 AVENUE, 68 STREET,SE,Traffic signal,Yes,Yes,Yes,51.03780400508107,-113.93513437581986,POINT (-113.93513437581986 51.03780400508107),1,0468,1109001524
2008-06-27,QUARRY PARK BOULEVARD, 18 STREET,SE,Traffic signal,Yes,No,No,50.963433109438895,-114.01212883638655,POINT (-114.01212883638655 50.963433109438895),1,0533,1109001471
2018-09-19, 17 AVENUE, 42 STREET,SE,Traffic signal,Yes,Yes,Yes,51.037834533586356,-113.97286466749671,POINT (-113.97286466749671 51.037834533586356),1,1167,1110009378
1968-12-01,HOLMWOOD AVENUE,NORTHMOUNT DRIVE,NW,Overhead Flasher,Yes,No,No,51.09328129213514,-114.08017151560222,POINT (-114.08017151560222 51.09328129213514),1,B2532,1109001054
2013-03-19,CRANSTON AVENUE,CRANBERRY ROAD/CRANARCH ROAD,SE,Traffic signal,Yes,Yes,Yes,50.87915491953092,-113.9759999349282,POINT (-113.9759999349282 50.87915491953092),1,1098,1109712012
1967-11-01,BOWNESS ROAD/85 STREET, 44 AVENUE,NW,Overhead Flasher,Yes,No,No,51.09194120476546,-114.21074445488287,POINT (-114.21074445488287 51.09194120476546),1,B2520,1109000548
2015-12-08, 18 STREET ,QUARRY PARK BOULEVARD,SE,1/2 signal,Yes,Yes,No,50.965032672038774,-114.01277056294086,POINT (-114.01277056294086 50.965032672038774),1,0773,1109941341
1979-01-01,TRANS CANADA HIGHWAY,BOWFORT ROAD/CANADA OLYMPIC DRIVE,NW,Traffic signal,Yes,Yes,No,51.08316754404976,-114.2093351127466,POINT (-114.2093351127466 51.08316754404976),1,0189,1109000549
2004-09-22,SHAWVILLE BOULEVARD,SUPERSTORE ENTRANCE,SE,Traffic signal,Yes,No,No,50.90834567992978,-114.06831376192471,POINT (-114.06831376192471 50.90834567992978),1,0861,1109001208
2014-03-13,210 AVENUE,MACLEOD TRAIL,SE,Traffic signal,No,No,No,50.86655901440778,-114.03810267137175,POINT (-114.03810267137175 50.86655901440778),1,0818,1109001444
2015-09-04,QUARRY PARK BOULEVARD, 24 STREET,SE,Traffic signal,Yes,No,No,50.963431163916695,-114.00162614377315,POINT (-114.00162614377315 50.963431163916695),1,1030,1109292521
1971-01-01, 16 AVENUE WB,DEERFOOT TRAIL SB RAMP,NE,Traffic signal,No,No,No,51.0673850057158,-114.02811876522378,POINT (-114.02811876522378 51.0673850057158),1,0205,1109001431
2004-02-23,MIDPARK BOULEVARD,MIDPARK DRIVE,SE,Traffic signal,Yes,No,No,50.91261043331472,-114.06128254775575,POINT (-114.06128254775575 50.91261043331472),1,0798,1109001359
2017-11-30, 20 AVENUE, 32 STREET,NE,Traffic signal T intersection,Yes,Yes,Yes,51.07075033040896,-113.98863024177665,POINT (-113.98863024177665 51.07075033040896),1,0221,1109001664
2006-02-23, 34 AVENUE, 69 STREET,SW,Traffic signal,Yes,No,No,51.023281170418414,-114.1875975523719,POINT (-114.1875975523719 51.023281170418414),1,0528,1109000588
2020-12-22,SAVANNA ROAD,SAVANNA STREET,NE,Traffic signal,Yes,Yes,Yes,51.133736335376774,-113.95234149915518,POINT (-113.95234149915518 51.133736335376774),1,1177,1109785855
2003-08-24,SHAWNESSY BOULEVARD,MACLEOD TR RAMP/SHAWVILLE BV,SE,Traffic signal,Yes,No,No,50.91292570703978,-114.06963686339303,POINT (-114.06963686339303 50.91292570703978),1,0836,1109001196
2014-03-11, 44 STREET, 11 AVENUE,SE,Overhead Flasher,Yes,No,No,51.04323710427935,-113.97000504861334,POINT (-113.97000504861334 51.04323710427935),1,B2780,1109738991
2024-03-05, 17 AVENUE, 15 STREET,SW,Traffic signal T intersection,Yes,Yes,Yes,51.03783039142536,-114.09718409376498,POINT (-114.09718409376498 51.03783039142536),1,1207,1110263200
1981-01-01, 17 AVENUE, 16A STREET,SW,Overhead Flasher,Yes,No,No,51.03783008485195,-114.10027974308976,POINT (-114.10027974308976 51.03783008485195),1,B2621,1109000844
1975-01-01,MEMORIAL DRIVE,DEERFOOT TRAIL SB RAMP,SE,Traffic signal,No,No,No,51.047877810170704,-114.0182555761078,POINT (-114.0182555761078 51.047877810170704),1,0271,1109001451
2007-01-18,ERIN WOODS DRIVE, 52 STREET ,SE,Traffic signal T intersection,Yes,No,No,51.01905852382586,-113.9583970429639,POINT (-113.9583970429639 51.01905852382586),1,0886,1109000897
2012-05-08,RICHARD ROAD,WESTMOUNT WAY,SW,Traffic signal,Yes,Yes,Yes,51.01100189956763,-114.12689876984905,POINT (-114.12689876984905 51.01100189956763),1,0582,1109000752
2022-01-19,COPPERSTONE STREET,MCIVOR BOULEVARD,SE,Traffic signal T intersection,Yes,Yes,Yes,50.915737433265164,-113.9347420470954,POINT (-113.9347420470954 50.915737433265164),1,1224,1110204763
2006-09-27, 24 AVENUE,McLAURIN DR/WEST CAMPUS PL,NW,Traffic signal,Yes,No,No,51.073981704852095,-114.1443942656879,POINT (-114.1443942656879 51.073981704852095),1,0966,1109000684
1929-01-01,  7 AVENUE,  1 STREET,SW,Traffic signal,No,Yes,No,51.046565421323756,-114.06541186186384,POINT (-114.06541186186384 51.046565421323756),1,0340,1109001254
1972-01-01,MEMORIAL DRIVE,EDMONTON TRAIL,NE,Traffic signal,Yes,Yes,Yes,51.050713781881775,-114.05031797333024,POINT (-114.05031797333024 51.050713781881775),1,0266,1109000855
2005-11-28,CROWCHILD TRAIL,SARCEE TRAIL,NW,Traffic signal,No,No,No,51.11143932317207,-114.17775589474094,POINT (-114.17775589474094 51.11143932317207),1,0950,1109000604
2021-10-17,AIRPORT TRAIL, 19 STREET,NE,Traffic signal T intersection,Yes,Yes,Yes,51.13885434768034,-114.0139372906073,POINT (-114.0139372906073 51.13885434768034),1,1195,1110218521
2002-09-12,CROWCHILD TRAIL, 53 STREET,NW,Traffic signal,Yes,Yes,No,51.10471372737464,-114.16558518125723,POINT (-114.16558518125723 51.10471372737464),1,0806,1109000624
1992-08-01,EDMONTON TRAIL,  2 AVENUE,NE,Overhead Flasher,Yes,No,No,51.054633039173176,-114.05092129473854,POINT (-114.05092129473854 51.054633039173176),1,B2599,1109001407
2001-06-06,ANDERSON ROAD,MACLEOD TRAIL,SE,1/4 signal,No,No,No,50.95045217411107,-114.06875065971454,POINT (-114.06875065971454 50.95045217411107),1,0724,1109001198
1999-10-31,CHINOOK TUNNEL ENTRANCE,MACLEOD TRAIL,SW,1/4 signal,Yes,Yes,Yes,50.999319889818025,-114.07154299456349,POINT (-114.07154299456349 50.999319889818025),1,0619,1109001148
1973-08-01,  3 AVENUE/BOWNESS ROAD, 34 STREET,NW,Overhead Flasher,Yes,No,No,51.058022915627106,-114.13698765338336,POINT (-114.13698765338336 51.058022915627106),1,B2634,1109000716
1982-01-01,WOODVIEW DRIVE, 24 STREET,SW,Traffic signal,Yes,Yes,Yes,50.941240507970186,-114.11797911994854,POINT (-114.11797911994854 50.941240507970186),1,0729,1109000771
1976-01-01,HERITAGE DRIVE,BONAVENTURE DR/FLINT RD,SE,Traffic signal,Yes,No,No,50.97955646904889,-114.06795633011765,POINT (-114.06795633011765 50.97955646904889),1,0664,1109001225
2017-12-28,MARTINBROOK GATE,MARTINDALE BOULEVARD,NE,Pedestrian RRFB,Yes,No,No,51.1142863397127,-113.95541564190059,POINT (-113.95541564190059 51.1142863397127),1,B2543,1110067753
2012-10-29, 26 STREET, 28 AVENUE,SE,Overhead Flasher,Yes,No,No,51.02726324871321,-113.9959719664638,POINT (-113.9959719664638 51.02726324871321),1,B2765,1109001561
2019-01-15,NOLAN HILL GATE/SAGE VALLEY DRIVE,SHAGANAPPI TRAIL,NW,Traffic signal,Yes,Yes,Yes,51.18004053267888,-114.16013101480831,POINT (-114.16013101480831 51.18004053267888),1,1082,1109945158
1966-01-01, 17 AVENUE,  2 STREET,SW,Traffic signal,No,Yes,No,51.037831261190284,-114.0684727488459,POINT (-114.0684727488459 51.037831261190284),1,0455,1109001218
2002-09-20,  9 AVENUE, 11 STREET,SE,Overhead Flasher,Yes,No,No,51.04219656232705,-114.0367761495223,POINT (-114.0367761495223 51.04219656232705),1,B2715,1109000914
2019-06-20,WOODFIELD DRIVE/WOODGLEN GATE,WOODVIEW DRIVE,SW,Pedestrian RRFB,Yes,No,No,50.94125710798675,-114.12172131504195,POINT (-114.12172131504195 50.94125710798675),1,B0006,1110203121
1956-01-01, 17 AVENUE,  6 STREET,SW,Traffic signal T intersection,No,Yes,Yes,51.037808056505355,-114.07686758552161,POINT (-114.07686758552161 51.037808056505355),1,0452,1109001080
2022-02-07,CRANFORD DRIVE,CRANFORD STREET,SE,Pedestrian RRFB,Yes,No,No,50.87727253775186,-113.97031208158955,POINT (-113.97031208158955 50.87727253775186),1,B0052,1110309603
1972-01-01, 90 AVENUE/ACADIA DRIVE,FAIRMOUNT DRIVE,SE,Traffic signal,Yes,Yes,Yes,50.972246785780165,-114.05917486582327,POINT (-114.05917486582327 50.972246785780165),1,0677,1109001341
1994-08-04, 17 AVENUE, 50 STREET,SE,Traffic signal,Yes,Yes,Yes,51.037821090958495,-113.96137057583101,POINT (-113.96137057583101 51.037821090958495),1,0469,1109001760
2011-08-30,QUARRY PARK BOULEVARD,QUARRY PARK ROAD,SE,Traffic signal,Yes,No,No,50.963421547741284,-114.0072065029362,POINT (-114.0072065029362 50.963421547741284),1,1029,1109001946
2019-11-15,SYMONS VALLEY PARKWAY,SAGE HILL DRIVE/37 STREET ,NW,Traffic signal,Yes,Yes,Yes,51.16802482127677,-114.14115977204034,POINT (-114.14115977204034 51.16802482127677),1,1186,1109957110
2020-12-17, 88 AVENUE,SADDLERIDGE DRIVE/SAVANNA STREET,NE,Traffic signal,Yes,Yes,Yes,51.132545076008455,-113.9524270596859,POINT (-113.9524270596859 51.132545076008455),1,1219,1110175428
1987-08-17,PEIGAN TRAIL, 36 STREET,SE,Traffic signal,Yes,No,No,51.014969269900725,-113.97707805116872,POINT (-113.97707805116872 51.014969269900725),1,0578,1109001715
2016-06-15,SARCEE TRAIL,SHERWOOD BOULEVARD,NW,Traffic signal T intersection,Yes,No,No,51.16255838175527,-114.1629361182481,POINT (-114.1629361182481 51.16255838175527),1,1092,1109001811
2012-04-13,KENSINGTON ROAD, 21 STREET,NW,Traffic signal,Yes,Yes,No,51.05249447716055,-114.11045757118896,POINT (-114.11045757118896 51.05249447716055),1,1056,1109413136
2001-06-15, 12 AVENUE,  9 STREET,SW,Traffic signal,No,Yes,Yes,51.04200897458422,-114.0839838099463,POINT (-114.0839838099463 51.04200897458422),1,0475,1109001032
2003-02-01,KENSINGTON ROAD, 10A STREET,NW,Traffic signal,Yes,Yes,Yes,51.05249894258571,-114.08730390369945,POINT (-114.08730390369945 51.05249894258571),1,0244,1109000977
2012-05-10,CROWCHILD TRAIL,SHAGANAPPI TRAIL,NW,Pedestrian RRFB,Yes,No,No,51.098125844831515,-114.14776006073984,POINT (-114.14776006073984 51.098125844831515),1,B2771,1109001855
2008-06-02,MEMORIAL DRIVE, 47 STREET,E,Overhead Flasher,Yes,No,No,51.052855377663974,-113.96372758209986,POINT (-113.96372758209986 51.052855377663974),1,B2746,1109241290
