BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT,Ward Boundaries 2 2,City Quadrants 2 2,Calgary Communities 2 2,Ward Boundaries 2013-2017 2 2,CALGIS CENSUS COMMUNITY DIST 2015 Shape File 2 2
The Calgary School Division,Sibylla Kiddle School,126 Cranford Dr SE,,Calgary,AB,(403) 817-3432,,SibyllaKiddle@cbe.ab.ca,Elementary,N,N,Y,N,N,{CC0B70C2-1DE8-4EDF-B066-FCBDD58F3859},POINT (-113.9708023 50.8778625),4,3,294,8,82
Bearspaw Christian School Society,Bearspaw Christian School & College,15001 - 69 Street NW,T3R1C5,Calgary,AB,(403) 295-2566,,info@bearspawschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{B0EB7308-2D2A-44A2-A52A-06275B446F00},POINT (-114.1893458 51.186944),3,2,225,10,151
Calgary German Language School Society,Calgary German Language School Society,PO Box 84114    Market Mall RPO,T3B2L9,Calgary,AB,(403) 797-1766,,admin@cglss.com,Junior High/Senior High,N,N,N,Y,Y,{7365E854-35F2-4C32-A438-9C26CF554FFE},POINT (-114.1927889 51.0875591),13,2,149,9,77
The Calgary School Division,Adolescent Mental Health Services,805  37 St NW,T2N2T9,Calgary,AB,(403) 270-1751,,woodshomes@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{A00D8D51-41EE-4C4C-8527-19C0BB0880DF},POINT (-114.1344107 51.0646688),7,2,154,7,103
The Calgary School Division,Valley Creek School,10951 Hidden Valley Dr NW,T3A6J2,Calgary,AB,(403) 777-7995,,valleycreek@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{0C33C261-2A57-47FA-B1A9-2C983452E782},POINT (-114.1166729 51.1502338),2,2,25,12,289
The Calgary School Division,Sir John Franklin School,2215  8 Ave NE,T2E0T7,Calgary,AB,(403) 777-7610,,sirjohnfranklin@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{24F490B2-F44E-47E3-BBA7-8A67B93E354C},POINT (-114.0079231 51.0596772),12,4,140,3,249
The Southern Francophone Education Region,École Sainte-Marguerite-Bourgeoys,4700 Richard Road S.W.,T3E6L1,Calgary,AB,(403) 240-2007,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{16E49B93-E2B1-46AD-A7F9-1521126B6DF6},POINT (-114.121583 51.0111375),8,1,42,2,11
The Calgary School Division,Griffith Woods School,7652  26 Ave SW,T3H3X2,Calgary,AB,(403) 817-3572,,griffithwoods@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{CB220775-8AB9-494F-9721-11FC887DFA4A},POINT (-114.194747 51.0309794),1,1,289,14,22
The Calgary School Division,James Fowler High School,4004  4 St NW,T2K1A1,Calgary,AB,(403) 230-4743,,jamesfowler@cbe.ab.ca,Senior High,N,N,N,N,Y,{914579D2-4447-429D-ADA9-C42E02C58D28},POINT (-114.0705163 51.0865321),2,2,259,4,129
The Calgary School Division,Glenmeadows School,4931 Grove Hill Rd SW,T3E4G4,Calgary,AB,(403) 777-5235,,glenmeadows@cbe.ab.ca,Elementary,N,N,Y,N,N,{BBFCF5CC-2BE6-46EB-B837-55CEB4AF75F2},POINT (-114.1589291 51.0348618),1,1,41,14,286
The Calgary School Division,Jennie Elliott School,3031 Lindsay Dr SW,T3E6A9,Calgary,AB,(403) 777-8350,,jennieelliott@cbe.ab.ca,Elementary,N,N,Y,N,N,{5711AA34-E2A9-4025-B000-D1A3ABF52564},POINT (-114.1272286 50.9961296),8,1,129,5,266
Almadina School Society,"Almadina Language Charter Academy, Ogden Campus",1919 - 76th Avenue SE,T2C0G8,Calgary,AB,(403) 543-5070,,lelchamaa@esl-almadina.com,Elementary/Junior High,N,N,Y,Y,N,{2BC6F0D0-9E6F-4C15-9785-C8B1E5FC98E6},POINT (-114.011988 50.9844553),10,3,28,11,242
The Calgary Roman Catholic Separate School Division,Our Lady of Fatima,6320 Taralea Park NE,T3J5C4,Calgary,AB,(403) 500-2112,,ourladyoffatima@cssd.ab.ca,Elementary,N,N,Y,N,N,{5D11E51E-46AA-4FE6-B3DE-1648014C6711},POINT (-113.9379102 51.1163217),11,4,26,1,290
The Pembina Hills School Division,Vista Virtual School,341 - 58 Avenue SE,,Calgary,AB,,,vvsupport@pembinahills.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{CBF389A5-34B7-459D-9612-4E63EADE65A8},POINT (-114.0576597 51.0004854),10,3,160,11,111
The Calgary School Division,King George School,2108  10 St NW,T2M3M4,Calgary,AB,(403) 777-6210,,KingGeorge@cbe.ab.ca,Elementary,N,N,Y,N,N,{B2A6391E-376D-4E07-A8CF-2D248B31DDC9},POINT (-114.0840555 51.0708971),7,2,17,7,256
The Southern Francophone Education Region,École Notre-Dame-de-la-Paix,809 Willingdon Blvd SE,T2J2B7,Calgary,AB,(403) 271-5544,,ecolendp@francosud.ca,Elementary,N,N,Y,N,N,{6C202699-A3C3-4044-8D6A-B42A193F5B36},POINT (-114.0433726 50.950917),6,3,89,5,212
The Calgary School Division,Clarence Sansom School,5840  24 Ave NE,T1Y6G4,Calgary,AB,(403) 777-7700,,clarencesansom@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5092B628-EF8C-4281-BD1B-9E0FD6EDE00B},POINT (-113.9491955 51.0746135),9,4,36,3,294
Aurora Learning Foundation (Calgary),Aurora Learning Calgary,#137 5305 McCall Way NE,T2E7N7,Calgary,AB,(403) 277-9535,,evan.rogers@na.oneschoolglobal.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{F061295A-671D-414A-994C-A09CAE57F828},POINT (-114.0030345 51.1013393),11,4,86,1,226
The Calgary Roman Catholic Separate School Division,Holy Cross Elementary Junior High School,3719 - 26 Avenue S.E.,T2B0C6,Calgary,AB,(403) 500-2033,,holycross@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{F12D2A50-8667-4ADE-8CAC-60CBB7EECAC5},POINT (-113.9795625 51.0300554),10,3,196,11,1
The Calgary School Division,All Boys Program,3519  36 Avenue SW,T3E1C2,Calgary,AB,(403) 777-8400,,,Elementary,N,N,Y,N,N,{9B810006-956D-49FF-A2B9-E1566DABE116},POINT (-114.1362258 51.0211798),8,1,183,2,192
Calgary Girls' School Society,Calgary Girls Charter School,6304 Larkspur Way S.W.,T3E5P7,Calgary,AB,(403) 220-0745,,office@calgarygirlsschool.com,Elementary/Junior High,N,N,Y,Y,N,{5B4C974B-35F8-4AA1-B645-AB66D6AFD03E},POINT (-114.1147642 50.9989926),8,1,122,5,265
The Calgary School Division,Hugh A. Bennett School,40 Saddlelake Way NE,T3J0V1,Calgary,AB,(403) 817-3560,,hughabennett@cbe.ab.ca,Elementary,N,N,Y,N,N,{673E96B3-75EB-4CCC-895F-976C583A1E04},POINT (-113.9285483 51.131684),11,4,2,1,143
The Calgary Roman Catholic Separate School Division,St. Gregory School,5340 - 26 Avenue S.W.,T3E0R6,Calgary,AB,(403) 500-2048,,stgregory@cssd.ab.ca,Junior High,N,N,N,Y,N,{57580DEE-7849-4AF3-A5F3-355BCA43B191},POINT (-114.1604737 51.0311375),1,1,41,14,286
The Calgary School Division,Calgary Home Education,5505 4A St. SW,T2V0Z7,Calgary,AB,(403) 777-8490,,HomeEducation@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{43CD9CFC-82F3-406B-AFF3-CE5E901E05C3},POINT (-114.0744439 51.004704),8,1,144,5,250
The Calgary School Division,Catherine Nichols Gunn School,6625  4 St NE,T2K5C7,Calgary,AB,(403) 777-6620,,cngunn@cbe.ab.ca,Elementary,N,N,Y,N,N,{63693A03-65D4-4C07-B298-8D8D5F0169AB},POINT (-114.057895 51.1116437),2,4,261,4,158
The Calgary School Division,Battalion Park School,369 Sienna Park Dr SW,T3H4S2,Calgary,AB,(403) 777-7187,,battalionpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{7FA8A475-6A55-4CB1-B4ED-841C10DE4A4B},POINT (-114.181901 51.0235669),1,1,278,14,65
,BOW VALLEY COLLEGE,,T2G4V1,Calgary,AB,(403) 410-1400,,info@bowvalleycollege.ca,,Y,Y,,,,{CBC7B6F4-C850-4ECB-99F2-6D5AC490831C},POINT (-114.0560011 51.0467662),7,3,262,7,160
The Calgary School Division,Sundance School,200 Sunmills Dr SE,T2X2N9,Calgary,AB,(403) 777-8690,,sundance@cbe.ab.ca,Elementary,N,N,Y,N,N,{400A88FB-A79A-4558-B914-5C3C560F840E},POINT (-114.0468131 50.9006606),6,3,52,13,128
The Calgary Roman Catholic Separate School Division,Divine Mercy School,228 Mahogany Blvd. SE,T3M1M5,Calgary,AB,(403) 500-2132,,divinemercy@cssd.ab.ca,Elementary,N,N,Y,N,N,{934EFAA8-BC9C-4211-974C-6A8167177095},POINT (-113.9239578 50.9015566),4,3,116,8,258
The Calgary School Division,Dr. Gladys McKelvie Egbert School,6033 Madigan Dr NE,T2A5G9,Calgary,AB,(403) 777-7780,,drgladysmegbert@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5E37C696-F14C-4137-8A4B-CDE7253EA363},POINT (-113.9415291 51.0588922),12,4,33,3,246
The Calgary School Division,Nickle School,2500 Lake Bonavista Dr SE,T2J2Y6,Calgary,AB,(403) 777-7720,,nickle@cbe.ab.ca,Junior High,N,N,N,Y,N,{DC3D34F9-D044-4BD2-B8A1-BE5DB13DD3E6},POINT (-114.0614348 50.9407367),6,3,267,13,123
The Calgary Roman Catholic Separate School Division,St. Mark Elementary School,4589 Marbank Drive N.E.,T2A3V8,Calgary,AB,(403) 500-2068,,stmark@cssd.ab.ca,Elementary,N,N,Y,N,N,{AA7B9A40-97FA-49A5-BA95-BC989A813265},POINT (-113.9693478 51.0630324),12,4,77,3,80
The Calgary School Division,Thorncliffe School,5646 Thornton Rd NW,T2K3B9,Calgary,AB,(403) 777-6670,,thorncliffe@cbe.ab.ca,Elementary,N,N,Y,N,N,{7947DE45-90A2-46E4-90CC-F97F0C425BD1},POINT (-114.0670966 51.1023231),2,2,192,4,164
The Calgary Roman Catholic Separate School Division,Apostles of Jesus,15 Skyview Ranch Street NE,T3N1H6,Calgary,AB,(403) 500-2129,,apostlesofjesus@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{2E544E4F-B55C-42BE-B6A6-C38D89CBE3D4},POINT (-113.9565131 51.1584173),11,4,12,1,132
The Calgary Roman Catholic Separate School Division,St. Joseph Elementary Junior High School,2512 - 5 Street N.W.,T2M3C7,Calgary,AB,(403) 500-2009,,stjoseph@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{667CBCD6-8167-4DC7-A2FB-27385977306F},POINT (-114.0733169 51.0747866),7,2,17,7,256
The Calgary Roman Catholic Separate School Division,St. Jude School,730 Woodbine Boulevard S.W.,T2W4W4,Calgary,AB,(403) 500-2084,,stjude@cssd.ab.ca,Elementary,N,N,Y,N,N,{4593BAAC-8B40-4798-AEAA-48F4EED145EC},POINT (-114.1334374 50.9429522),5,1,43,6,288
The Calgary School Division,Sir John A. Macdonald School,6600  4 St NW,T2K1C2,Calgary,AB,(403) 777-7670,,sirjohnamacdonald@cbe.ab.ca,Junior High,N,N,N,Y,N,{B9E7B46C-F82E-4116-BCFB-99A854EA85E2},POINT (-114.0700457 51.111477),2,2,261,4,158
Centro Linguistico E Culturale Italiano Calgary,Italian School of Calgary,416-1 Avenue N.E.,T2E0B4,Calgary,AB,(403) 264-6349,,clcic@shaw.ca,Junior High/Senior High,N,N,N,Y,Y,{A03BBF47-B672-4594-AC92-C8A22AEE09F4},POINT (-114.0531472 51.0537463),7,4,266,7,120
The Southern Francophone Education Region,École La Mosaïque,199 Martindale Blvd NE,T3J3G4,Calgary,AB,(403) 277-2344,,,Elementary,N,N,Y,N,N,{B7491B2A-F56E-486A-B114-87F963E9EF47},POINT (-113.9575118 51.1137667),9,4,180,1,184
The Calgary School Division,Patrick Airlie School,1520  39 St SE,T2A1H9,Calgary,AB,(403) 777-8220,,patrickairlie@cbe.ab.ca,Elementary,N,N,Y,N,N,{14BAB740-7E17-45BF-933C-CFF133AB6A66},POINT (-113.9767839 51.0399114),12,3,85,11,211
The Calgary School Division,Vincent Massey School,939  45 St SW,T3C2B9,Calgary,AB,(403) 777-7870,,vincentmassey@cbe.ab.ca,Junior High,N,N,N,Y,N,{21379F42-7AF7-407C-9788-F792C8E333DE},POINT (-114.1534231 51.0440373),14,1,234,14,180
Foundations for the Future Charter Academy Charter School Society,Northeast Elementary Campus,1140 Mayland Drive NE,T2E6C8,Calgary,AB,,,susan.snowden@ffca-calgary.com,Elementary,N,N,Y,N,N,{C3E70D4C-0B87-4280-B068-CEE8D94B2094},POINT (-114.0112907 51.0641943),12,4,140,3,249
The Calgary School Division,Colonel Sanders School,226 Northmount Dr NW,T2K3G5,Calgary,AB,(403) 777-6034,,ColonelSanders@cbe.ab.ca,Elementary,N,N,Y,N,N,{705912E8-A5F2-4974-B3AE-CC32932FBF53},POINT (-114.0747704 51.0998137),2,2,192,4,164
The Calgary School Division,Grant MacEwan School,180 Falshire Dr NE,T3J3A5,Calgary,AB,(403) 777-6930,,grantmacewan@cbe.ab.ca,Elementary,N,N,Y,N,N,{54420C30-1C8A-403B-8FD1-4B331D9B9BBF},POINT (-113.9429503 51.1064276),9,4,56,1,278
The Calgary School Division,Westbrook Outreach,3610 - 9th Street SE,T2G3C5,Calgary,AB,(403) 777-8020,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{A836C6E9-F44C-4F12-A99B-948359B604E1},POINT (-114.0396247 51.0219975),10,3,75,11,221
The Calgary School Division,Glenbrook School,4725 33 Ave. S.W.,T3E3V1,Calgary,AB,(403) 777-8320,,glenbrook@cbe.ab.ca,Elementary,N,N,Y,N,N,{F946A4AC-224F-400E-8D2E-7188025212D4},POINT (-114.1549975 51.0235114),1,1,298,14,33
The Calgary School Division,Abbeydale School,320 Abergale Dr NE,T2A6W2,Calgary,AB,(403) 777-6970,,Abbeydale@cbe.ab.ca,Elementary,N,N,Y,N,N,{D6B016C1-91D5-4E70-888E-CAC29EDF5A43},POINT (-113.9298486 51.0566252),12,4,94,3,168
Renfrew Educational Services Society,Renfrew Educational Services - Child Development Centre,2050 - 21 Street N.E.,T3B2X9,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Unknown,N,N,N,N,N,{B810BE7E-5840-432D-89E6-5B3F83A14453},POINT (-114.1439291 51.0747652),13,2,155,7,104
The Calgary Roman Catholic Separate School Division,St. Helena School,320 - 64 Avenue N.W.,T2K0L8,Calgary,AB,(403) 500-2049,,sthelena@cssd.ab.ca,Junior High,N,N,N,Y,N,{1D82EF1E-785C-4908-B674-D936A70FFEFC},POINT (-114.0677824 51.1115337),2,2,261,4,158
The Calgary School Division,Mayland Heights School,2324 Maunsell Drive NE,T2E6A2,Calgary,AB,(403) 777-6290,,maylandheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{22D38D69-F8AA-451C-B135-2A698CC79A7B},POINT (-114.0072928 51.0589518),12,4,140,3,249
The Calgary Roman Catholic Separate School Division,Our Lady of the Evergreens Catholic School,322 Everridge Dr. S.W.,T2Y0L5,Calgary,AB,(403) 500-2120,,ourladyevergreens@cssd.ab.ca,Elementary,N,N,Y,N,N,{B4C497E8-D43E-4CA3-909F-1F3C01C87C54},POINT (-114.1221942 50.9143738),5,1,39,6,257
The Calgary School Division,Dr. J. K. Mulloy School,7440 10 St NW,T2K1H6,Calgary,AB,(403) 777-6640,,,Elementary,N,N,Y,N,N,{A9917A87-F538-454A-9A7E-063C23035742},POINT (-114.079969 51.1192251),2,2,261,4,158
The Calgary Roman Catholic Separate School Division,St. John Paul II School,119 Castleridge Drive N.E.,T3J1P6,Calgary,AB,(403) 500-2085,,stjohnpaul2@cssd.ab.ca,Elementary,N,N,Y,N,N,{2B26D2EF-216A-48FD-8A6B-F9C5019E1F5D},POINT (-113.9561994 51.1077102),9,4,119,1,262
The Calgary School Division,Riverside School,107 6A St NE,T2E0B7,Calgary,AB,(403) 777-7350,,Riverside@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{42C06A03-595B-4F94-80BE-0C88DD7AB6C6},POINT (-114.0477096 51.0528507),10,4,137,11,240
The Calgary Roman Catholic Separate School Division,St. Sylvester School,7318 Silver Springs Blvd NW.,T3B4N1,Calgary,AB,(403) 500-2063,,stsylvester@cssd.ab.ca,Elementary,N,N,Y,N,N,{A6C52156-35CC-4609-8196-E0256CB4DA1B},POINT (-114.1943526 51.1092551),13,2,147,9,12
Yufeng Chinese School Centre,Yufeng Chinese School,169 Citadel Ridge Close NW,T3G4V5,Calgary,AB,(403) 681-8617,,yufengchineseschool@telus.net,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{2C37B62D-C761-4818-A743-C299CDC7E090},POINT (-114.1834692 51.1460943),3,2,247,10,177
Al-Zahra Islamic Research Foundation,Al-Qaim International School,"510 77 Ave SE, Calgary, AB T2H",T2H1C3,Calgary,AB,(403) 851-7557,,info@alqaimschool.ca,Elementary/Junior High,N,N,Y,Y,N,{75ABD91F-0623-434C-9B09-1C283BEC8145},POINT (-114.0514595 50.9851221),10,3,76,11,181
The Calgary School Division,Ramsay School,2223 Spiller Rd SE,T2G4G9,Calgary,AB,(403) 777-6790,,ramsay@cbe.ab.ca,Elementary,N,N,Y,N,N,{A86FE90F-EBB8-4E31-BEAC-2BA198D476FF},POINT (-114.0457894 51.0331886),10,3,132,11,193
The Calgary School Division,Stanley Jones School,950 6 St NE,T2E8M3,Calgary,AB,(403) 777-6800,,Stanleyjones@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{F3AE3110-334B-4DC1-AB7E-04437B38A4AA},POINT (-114.0477073 51.0599054),10,4,171,11,78
Lycee Louis Pasteur Society,Lycee Louis Pasteur,4099 Garrison Blvd. S.W.,T2T6G2,Calgary,AB,(403) 243-5420,,lycee.ab.ed@lycee.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{4C702F14-93A5-4CFB-87A0-1AFA48F6C5BE},POINT (-114.1144436 51.0178041),8,1,201,2,267
The Calgary School Division,David Thompson School,9320 Arbour Cres SE,T2J0X8,Calgary,AB,(403) 777-7470,,davidthompson@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{4AA1F151-351B-407D-A03B-5AB7132C26E6},POINT (-114.0546514 50.9694036),10,3,174,5,81
The Calgary School Division,John Ware School,10020  19 St SW,T2V1R2,Calgary,AB,(403) 777-7930,,johnware@cbe.ab.ca,Junior High,N,N,N,Y,N,{C877DB51-20A8-4747-97FE-2D114D0CD229},POINT (-114.1053048 50.9636548),8,1,127,5,271
The Calgary School Division,Sunalta School,536 Sonora Ave SW,T3C2J9,Calgary,AB,(403) 777-8590,,sunalta@cbe.ab.ca,Elementary,N,N,Y,N,N,{B4432A9D-0619-480B-B6B7-854ED41667C1},POINT (-114.1108977 51.0413434),14,1,173,2,170
The Calgary School Division,Westgate School,150 Westminster Dr SW,T3C2T3,Calgary,AB,(403) 777-8420,,westgate@cbe.ab.ca,Elementary,N,N,Y,N,N,{1993182E-0E40-48DF-9747-FCA74C1B499E},POINT (-114.1591998 51.0444881),14,1,234,14,180
The Southern Francophone Education Region,École du Nouveau-Monde,220 Scenic Acres Drive NW,T3L0E7,Calgary,AB,(403) 910-3851,,nouveaumonde@francosud.ca,Elementary,N,N,Y,N,N,{DA54E828-76C4-45E3-8AC5-D131D70C8000},POINT (-114.215124 51.111596),13,2,148,9,48
The Calgary Roman Catholic Separate School Division,Holy Family School,904 - 32 St. S.E.,T2A0Z1,Calgary,AB,(403) 500-2054,,holy.family@cssd.ab.ca,Elementary,N,N,Y,N,N,{0C23C315-04E0-4C99-89EA-488A5A7A9B27},POINT (-113.9878638 51.0455362),12,3,121,11,264
The Palliser School Division,"Calgary Islamic School, Omar Bin Al-Khattab Campus",Omar Bin Al-Khattab Campus,T2A5K4,Calgary,AB,(584) 353-8900,,,Elementary/Junior High,N,N,Y,Y,N,{BBAF8A15-11C7-4A4A-82B7-26D632A06F4F},POINT (-113.9938098 51.050745),12,3,166,3,118
The Calgary Roman Catholic Separate School Division,St. Albert the Great,225 Prestwick Ave SE,T2Z3X3,Calgary,AB,(403) 500-2114,,stalbert@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{B87150A8-8EE7-457C-A8FF-7DA9DC609E2B},POINT (-113.9600758 50.9215097),4,3,46,8,287
Delta West Academy Society,Delta West Academy,414 - 11A Street N.E.,T2E4P3,Calgary,AB,(403) 290-0767,,info@deltawestacademy.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{69A2454C-7170-4A5B-8B86-AE0E64E4450E},POINT (-114.0346249 51.0551077),10,4,137,11,240
The Calgary Roman Catholic Separate School Division,Monsignor J. S. Smith School,2919 Douglasdale Boulevard S.E,T2Z2H9,Calgary,AB,(403) 500-2069,,msgrsmith@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6A4CDFA3-FD8C-4939-8D6E-29E5EBD6229B},POINT (-113.9898663 50.9412085),4,3,268,13,124
The Calgary Roman Catholic Separate School Division,St. Damien School,3619 - 28 Street S.E.,T2B2J1,Calgary,AB,(403) 500-2073,,stdamien@cssd.ab.ca,Elementary,N,N,Y,N,N,{A2DE2618-E84B-43F4-B6DF-36D2DAABEF11},POINT (-113.9922281 51.0219202),10,3,196,11,1
West Island College Society of Alberta,West Island College,7410 Blackfoot Trail S.E.,T2H1M5,Calgary,AB,(403) 255-5300,,office@mywic.ca,Junior High/Senior High,N,N,N,Y,Y,{55CEB5DF-0C3A-4DB9-90D2-F3EAC0B64DF0},POINT (-114.0521604 50.9871044),10,3,76,11,181
The Calgary School Division,Chaparral School,480 Chaparral Dr SE,T2X3S2,Calgary,AB,(403) 777-6424,,chaparral@cbe.ab.ca,Elementary,N,N,Y,N,N,{58783C21-7B62-41DB-8657-1E96492848E0},POINT (-114.0449682 50.882964),6,3,130,13,218
The Calgary School Division,West Ridge School,8903 Wentworth Ave SW,T3H5N9,Calgary,AB,(403) 817-3552,,westridge@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1F682E52-0837-4B8E-A6A3-6550D20C4B1D},POINT (-114.2142424 51.0584892),1,1,114,14,194
"Maria Montessori Education Centre of Calgary, Ltd.",Maria Montessori School,"Chief Crowfoot School Building 
2634 12 Ave NW",T2N1K6,Calgary,AB,(403) 668-8538,,info@mmec.ca,Elementary/Junior High,N,N,Y,Y,N,{B0FCA31D-99F4-4779-95AA-DA2C67D0DDD4},POINT (-114.1235826 51.0627098),7,2,154,7,103
The Palliser School Division,Master's Academy,4414 Crowchild Trail S.W.,T2T5J4,Calgary,AB,(403) 242-7034,,,Elementary,N,N,Y,N,N,{4D8A7FE0-2724-4089-BEB2-D3C3D828A2A1},POINT (-114.1165458 51.0153024),8,1,201,2,267
The Calgary School Division,New Brighton School,30 New Brighton Dr SE,T2Z4B2,Calgary,AB,(403) 817-3516,,newbrighton@cbe.ab.ca,Elementary,N,N,Y,N,N,{BC1630AC-E7DE-4B50-BED8-97CA26383C4C},POINT (-113.9537078 50.9194772),4,3,139,8,247
The Calgary School Division,Cecil Swanson School,4820 Rundlewood Dr NE,T1Y5V9,Calgary,AB,(403) 777-6690,,cecilswanson@cbe.ab.ca,Elementary,N,N,Y,N,N,{DC96F617-E7C8-4695-8357-2065ED2A9764},POINT (-113.9675431 51.0741822),9,4,34,3,291
The Calgary School Division,H. D. Cartwright School,5500 Dalhart Rd NW,T3A1V6,Calgary,AB,(403) 777-7420,,hdcartwright@cbe.ab.ca,Junior High,N,N,N,Y,N,{D3D1AB7F-3E65-44A5-8DB1-F3510F53E967},POINT (-114.1613274 51.1126485),7,2,38,4,260
The Calgary Roman Catholic Separate School Division,St. Catherine Elementary School,11 Canata Close S.W.,T2W1P6,Calgary,AB,(403) 500-2061,,stcatherine@cssd.ab.ca,Elementary,N,N,Y,N,N,{9F03944E-2771-4601-9C23-CC1C49090A96},POINT (-114.0864888 50.9438465),5,1,283,6,24
Mountain View Academy Society,Mountain View Academy,3915 34 Street NE,T1Y6Z8,Calgary,AB,(403) 217-4346,,office@mountainviewacademy.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{1BD4A818-6751-4259-9476-4E404B69A19B},POINT (-113.9861039 51.0884378),9,4,71,3,76
The Calgary School Division,Nellie McClung School,2315 Palliser Dr SW,T2V3S4,Calgary,AB,(403) 777-8620,,nelliemcclung@cbe.ab.ca,Elementary,N,N,Y,N,N,{C51CD1C5-9790-4453-84FD-617FF2CA51D2},POINT (-114.1130138 50.9684953),8,1,66,5,229
The Calgary School Division,Royal Oak School,9100 Royal Birch Blvd NW,T3G5R8,Calgary,AB,(403) 777-6279,,royaloak@cbe.ab.ca,Elementary,N,N,Y,N,N,{4AE8513C-A50D-49AF-95DE-DFDE06252E12},POINT (-114.2220693 51.1455728),3,2,252,9,13
The Calgary Roman Catholic Separate School Division,Mother Mary Greene School,115 Edenwold Drive N.W.,T3A3S8,Calgary,AB,(403) 500-2095,,mothermarygreene@cssd.ab.ca,Elementary,N,N,Y,N,N,{C10E8E4A-ED61-4000-A661-C37B97D0C28E},POINT (-114.1393092 51.1242735),2,2,272,4,59
The Calgary School Division,Niitsitapi Learning Centre,3743 Dover Ridge Dr SW,T2B2E1,Calgary,AB,(403) 817-3404,,niitsitapilearningcentre@cbe.ab.ca,Elementary,N,N,Y,N,N,{FEB51BB6-1E48-4956-A330-7F01A2EB0A9F},POINT (-113.9793371 51.0205887),10,3,196,11,1
The Calgary School Division,William D. Pratt School,9850 Royal Oak Dr NW,T3G0A4,Calgary,AB,(403) 817-3520,,williamdpratt@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{A63A5263-9C60-4041-A47F-7AEF222F3D8F},POINT (-114.2240926 51.1493607),3,2,252,9,13
The Calgary School Division,Ernest Morrow School,1212  47 St SE,T2A1R3,Calgary,AB,(403) 777-7800,,ernestmorrow@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{A8B6F920-1561-4091-B5E1-5AC54497FFAA},POINT (-113.9648387 51.0433846),12,3,85,11,211
The Calgary School Division,Henry Wise Wood High School,910  75 Ave SW,T2V0S6,Calgary,AB,(403) 253-2261,,henrywisewood@cbe.ab.ca,Senior High,N,N,N,N,Y,{1C0C2600-965E-4AB8-85B9-432F928F2DEE},POINT (-114.0846844 50.9863406),8,1,29,5,243
The Calgary Roman Catholic Separate School Division,St. Kateri Tekakwitha School,1005 Abbotsford Drive N.E.,T2A7N5,Calgary,AB,(403) 500-2090,,stkateri@cssd.ab.ca,Elementary,N,N,Y,N,N,{7CC2E724-E9DF-4D6F-A0A7-413936E83FD1},POINT (-113.9276608 51.0618538),12,4,94,3,168
The Calgary School Division,Lakeshore School,133 Auburn Springs Boulevard S,T3M1P6,Calgary,AB,(403) 817-3440,,Lakeshore@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{FF7AA6A8-536A-4087-9CD7-2BA38035D050},POINT (-113.953794 50.8959118),4,3,95,8,217
The Calgary Roman Catholic Separate School Division,St. Augustine Elementary Junior High School,7112 - 7 Street S.W.,T2V1E9,Calgary,AB,(403) 500-2022,,staugustine@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{237B1BCF-DF19-4411-8162-8432AE8201BB},POINT (-114.0807771 50.9911137),8,1,120,5,263
